     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      1024,       502,         0,   0.717,pymatching,30338a2d09b50dda8264a39d0cd67716c086cf52a996c4c57c540892a182d80d,"{""d"":5,""p"":0.021544346900318822,""r"":5}","{""obs_mistake_mask=E"":502}"
      2048,         0,         0,   0.079,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
       512,       258,         0,   0.429,pymatching,b1cbe4cc35f33efa50578ba48cbf3b3f7657ac0abc223453e4bca0bb755db11f,"{""d"":5,""p"":0.046415888336127774,""r"":5}","{""obs_mistake_mask=E"":258}"
      3072,         0,         0,   0.092,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
     22528,         8,         0,   0.414,pymatching,21ed63792311196b016b2d1efe8047ea88390cd878fa0ffe507d9538a4f47e23,"{""d"":5,""p"":0.00046415888336127773,""r"":5}","{""obs_mistake_mask=E"":8}"
    166912,       143,         0,   0.520,pymatching,288a33a222fdbef8e8cc4b35b4b8e4ce51357f819f528475f4da6da6378319f8,"{""d"":3,""p"":0.00021544346900318845,""r"":3}","{""obs_mistake_mask=E"":143}"
     16384,        43,         0,   0.412,pymatching,346e05d0d9f2a41a5ec24bb63bc22edcb7f4b66ef21d292622ae55fe72ae2254,"{""d"":5,""p"":0.001,""r"":5}","{""obs_mistake_mask=E"":43}"
      4096,         0,         0,   0.135,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
      3072,         0,         0,   0.156,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
    203776,        38,         0,   0.552,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":38}"
      4096,         0,         0,   0.166,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
      3072,         0,         0,   0.202,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
     47104,         1,         0,   0.563,pymatching,7a3aefc2a0d034cdad01f12f3adf4bb59c035b5fef5ebcc7f81fc8b8a2b78697,"{""d"":5,""p"":0.00021544346900318845,""r"":5}","{""obs_mistake_mask=E"":1}"
       512,       247,         0,   0.593,pymatching,7e55582de7f315999daf350197c0b84e7781f860c78ce0db5e7d12aff639a14d,"{""d"":5,""p"":0.1,""r"":5}","{""obs_mistake_mask=E"":247}"
     48128,         0,         0,   0.564,pymatching,3900460a63feaeac946f70c12b089f0d3f451dea96e1979d5a7c3835592bdabf,"{""d"":5,""p"":0.0001,""r"":5}",
         1,         0,         0,   0.010,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
      6144,         0,         0,   0.212,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
       272,         0,         0,   0.027,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
         1,         0,         0,   0.014,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}",
      4096,         0,         0,   0.216,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
       272,         3,         0,   0.046,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":3}"
       273,         0,         0,   0.028,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}",
     32768,         7,         0,   0.576,pymatching,21ed63792311196b016b2d1efe8047ea88390cd878fa0ffe507d9538a4f47e23,"{""d"":5,""p"":0.00046415888336127773,""r"":5}","{""obs_mistake_mask=E"":7}"
      1024,         0,         0,   0.098,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
     23552,        70,         0,   0.576,pymatching,346e05d0d9f2a41a5ec24bb63bc22edcb7f4b66ef21d292622ae55fe72ae2254,"{""d"":5,""p"":0.001,""r"":5}","{""obs_mistake_mask=E"":70}"
      1024,         2,         0,   0.089,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":2}"
      1024,         0,         0,   0.092,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
        17,         2,         0,   0.012,pymatching,20d28a11c9ff412b2f4bf9952cc48fe47474efa899973088069c3515ddee2efa,"{""d"":7,""p"":0.004641588833612777,""r"":7}","{""obs_mistake_mask=E"":2}"
      1024,         9,         0,   0.169,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":9}"
      1024,         1,         0,   0.050,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}","{""obs_mistake_mask=E"":1}"
      1024,         0,         0,   0.099,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}",
       256,        31,         0,   0.086,pymatching,20d28a11c9ff412b2f4bf9952cc48fe47474efa899973088069c3515ddee2efa,"{""d"":7,""p"":0.004641588833612777,""r"":7}","{""obs_mistake_mask=E"":31}"
      9216,         0,         0,   0.333,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
      2048,         0,         0,   0.094,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
      1024,         2,         0,   0.091,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":2}"
      7168,         0,         0,   0.322,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
      1024,         5,         0,   0.162,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":5}"
      2048,         0,         0,   0.095,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
      1024,         1,         0,   0.078,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":1}"
    276480,        47,         0,   0.764,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":47}"
      1024,         1,         0,   0.082,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":1}"
      1024,         4,         0,   0.157,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":4}"
      3072,         0,         0,   0.150,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
        17,         5,         0,   0.023,pymatching,67aa234396acb3947140274fcc3493aa41db93e8504251a7d6f6f635fa3f5ea0,"{""d"":7,""p"":0.01,""r"":7}","{""obs_mistake_mask=E"":5}"
      1024,         0,         0,   0.086,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}",
     60416,         3,         0,   0.793,pymatching,7a3aefc2a0d034cdad01f12f3adf4bb59c035b5fef5ebcc7f81fc8b8a2b78697,"{""d"":5,""p"":0.00021544346900318845,""r"":5}","{""obs_mistake_mask=E"":3}"
      1024,       149,         0,   0.387,pymatching,20d28a11c9ff412b2f4bf9952cc48fe47474efa899973088069c3515ddee2efa,"{""d"":7,""p"":0.004641588833612777,""r"":7}","{""obs_mistake_mask=E"":149}"
     60416,         0,         0,   0.799,pymatching,3900460a63feaeac946f70c12b089f0d3f451dea96e1979d5a7c3835592bdabf,"{""d"":5,""p"":0.0001,""r"":5}",
     12288,         0,         0,   0.413,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
      1024,         5,         0,   0.200,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":5}"
      3072,         0,         0,   0.180,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
     10240,         0,         0,   0.415,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
      2048,         0,         0,   0.193,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}",
       256,       126,         0,   0.248,pymatching,67aa234396acb3947140274fcc3493aa41db93e8504251a7d6f6f635fa3f5ea0,"{""d"":7,""p"":0.01,""r"":7}","{""obs_mistake_mask=E"":126}"
     39936,        12,         0,   0.789,pymatching,21ed63792311196b016b2d1efe8047ea88390cd878fa0ffe507d9538a4f47e23,"{""d"":5,""p"":0.00046415888336127773,""r"":5}","{""obs_mistake_mask=E"":12}"
      1024,        10,         0,   0.177,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":10}"
     31744,        85,         0,   0.799,pymatching,346e05d0d9f2a41a5ec24bb63bc22edcb7f4b66ef21d292622ae55fe72ae2254,"{""d"":5,""p"":0.001,""r"":5}","{""obs_mistake_mask=E"":85}"
      2048,         0,         0,   0.183,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}",
      4096,         0,         0,   0.231,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
      1024,         9,         0,   0.201,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":9}"
      1024,       119,         0,   0.479,pymatching,20d28a11c9ff412b2f4bf9952cc48fe47474efa899973088069c3515ddee2efa,"{""d"":7,""p"":0.004641588833612777,""r"":7}","{""obs_mistake_mask=E"":119}"
      3072,         3,         0,   0.311,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":3}"
      6144,         0,         0,   0.316,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
      1024,        12,         0,   0.206,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":12}"
     15360,         0,         0,   0.599,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
     14336,         0,         0,   0.596,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
      1024,         7,         0,   0.210,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":7}"
    325632,        56,         0,    1.06,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":56}"
       512,       254,         0,   0.706,pymatching,67aa234396acb3947140274fcc3493aa41db93e8504251a7d6f6f635fa3f5ea0,"{""d"":7,""p"":0.01,""r"":7}","{""obs_mistake_mask=E"":254}"
      4096,         2,         0,   0.360,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":2}"
      8192,         0,         0,   0.422,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
      1024,       160,         0,   0.586,pymatching,20d28a11c9ff412b2f4bf9952cc48fe47474efa899973088069c3515ddee2efa,"{""d"":7,""p"":0.004641588833612777,""r"":7}","{""obs_mistake_mask=E"":160}"
     82944,         4,         0,    1.10,pymatching,7a3aefc2a0d034cdad01f12f3adf4bb59c035b5fef5ebcc7f81fc8b8a2b78697,"{""d"":5,""p"":0.00021544346900318845,""r"":5}","{""obs_mistake_mask=E"":4}"
     80896,         1,         0,    1.11,pymatching,3900460a63feaeac946f70c12b089f0d3f451dea96e1979d5a7c3835592bdabf,"{""d"":5,""p"":0.0001,""r"":5}","{""obs_mistake_mask=E"":1}"
      2048,        17,         0,   0.334,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":17}"
     60416,        19,         0,    1.12,pymatching,21ed63792311196b016b2d1efe8047ea88390cd878fa0ffe507d9538a4f47e23,"{""d"":5,""p"":0.00046415888336127773,""r"":5}","{""obs_mistake_mask=E"":19}"
     44032,       148,         0,    1.11,pymatching,346e05d0d9f2a41a5ec24bb63bc22edcb7f4b66ef21d292622ae55fe72ae2254,"{""d"":5,""p"":0.001,""r"":5}","{""obs_mistake_mask=E"":148}"
       512,       266,         0,   0.545,pymatching,67aa234396acb3947140274fcc3493aa41db93e8504251a7d6f6f635fa3f5ea0,"{""d"":7,""p"":0.01,""r"":7}","{""obs_mistake_mask=E"":266}"
      6144,         3,         0,   0.467,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":3}"
     24576,         0,         0,   0.819,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
      1024,       143,         0,   0.414,pymatching,20d28a11c9ff412b2f4bf9952cc48fe47474efa899973088069c3515ddee2efa,"{""d"":7,""p"":0.004641588833612777,""r"":7}","{""obs_mistake_mask=E"":143}"
     21504,         0,         0,   0.801,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
      3072,        33,         0,   0.425,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":33}"
     12288,         0,         0,   0.575,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
     15360,        46,         0,   0.380,pymatching,346e05d0d9f2a41a5ec24bb63bc22edcb7f4b66ef21d292622ae55fe72ae2254,"{""d"":5,""p"":0.001,""r"":5}","{""obs_mistake_mask=E"":46}"
        17,         6,         0,   0.042,pymatching,6f21233b7c859d16898121440375b4e06740c67b738367746c1e09299dccd808,"{""d"":7,""p"":0.021544346900318822,""r"":7}","{""obs_mistake_mask=E"":6}"
      8192,         1,         0,   0.631,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":1}"
        17,         8,         0,   0.060,pymatching,b2d701ab2e4bdccf9a0fcc875717d31fd08988f1ecd640ffa378b25bbdb1192b,"{""d"":7,""p"":0.046415888336127774,""r"":7}","{""obs_mistake_mask=E"":8}"
      4096,        44,         0,   0.624,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":44}"
         1,         1,         0,   0.012,pymatching,95b0fbde35d104e7c197808bb030307d865b90974091edb04ca415d5379ea874,"{""d"":7,""p"":0.1,""r"":7}","{""obs_mistake_mask=E"":1}"
        16,         8,         0,   0.084,pymatching,95b0fbde35d104e7c197808bb030307d865b90974091edb04ca415d5379ea874,"{""d"":7,""p"":0.1,""r"":7}","{""obs_mistake_mask=E"":8}"
    547840,        90,         0,    1.51,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":90}"
     16384,         0,         0,   0.818,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
       128,        81,         0,   0.409,pymatching,b2d701ab2e4bdccf9a0fcc875717d31fd08988f1ecd640ffa378b25bbdb1192b,"{""d"":7,""p"":0.046415888336127774,""r"":7}","{""obs_mistake_mask=E"":81}"
       256,       137,         0,   0.534,pymatching,6f21233b7c859d16898121440375b4e06740c67b738367746c1e09299dccd808,"{""d"":7,""p"":0.021544346900318822,""r"":7}","{""obs_mistake_mask=E"":137}"
     28672,         0,         0,    1.11,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
     33792,         0,         0,    1.15,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
    118784,         1,         0,    1.55,pymatching,7a3aefc2a0d034cdad01f12f3adf4bb59c035b5fef5ebcc7f81fc8b8a2b78697,"{""d"":5,""p"":0.00021544346900318845,""r"":5}","{""obs_mistake_mask=E"":1}"
        64,        27,         0,   0.322,pymatching,95b0fbde35d104e7c197808bb030307d865b90974091edb04ca415d5379ea874,"{""d"":7,""p"":0.1,""r"":7}","{""obs_mistake_mask=E"":27}"
    111616,         0,         0,    1.55,pymatching,3900460a63feaeac946f70c12b089f0d3f451dea96e1979d5a7c3835592bdabf,"{""d"":5,""p"":0.0001,""r"":5}",
      9216,         1,         0,   0.791,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":1}"
     79872,        23,         0,    1.54,pymatching,21ed63792311196b016b2d1efe8047ea88390cd878fa0ffe507d9538a4f47e23,"{""d"":5,""p"":0.00046415888336127773,""r"":5}","{""obs_mistake_mask=E"":23}"
       128,        62,         0,   0.391,pymatching,b2d701ab2e4bdccf9a0fcc875717d31fd08988f1ecd640ffa378b25bbdb1192b,"{""d"":7,""p"":0.046415888336127774,""r"":7}","{""obs_mistake_mask=E"":62}"
        64,        25,         0,   0.263,pymatching,95b0fbde35d104e7c197808bb030307d865b90974091edb04ca415d5379ea874,"{""d"":7,""p"":0.1,""r"":7}","{""obs_mistake_mask=E"":25}"
      5120,        54,         0,   0.840,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":54}"
       256,       134,         0,   0.520,pymatching,6f21233b7c859d16898121440375b4e06740c67b738367746c1e09299dccd808,"{""d"":7,""p"":0.021544346900318822,""r"":7}","{""obs_mistake_mask=E"":134}"
       128,        56,         0,   0.380,pymatching,b2d701ab2e4bdccf9a0fcc875717d31fd08988f1ecd640ffa378b25bbdb1192b,"{""d"":7,""p"":0.046415888336127774,""r"":7}","{""obs_mistake_mask=E"":56}"
       128,        64,         0,   0.572,pymatching,95b0fbde35d104e7c197808bb030307d865b90974091edb04ca415d5379ea874,"{""d"":7,""p"":0.1,""r"":7}","{""obs_mistake_mask=E"":64}"
     22528,         0,         0,    1.12,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
       256,       122,         0,   0.513,pymatching,6f21233b7c859d16898121440375b4e06740c67b738367746c1e09299dccd808,"{""d"":7,""p"":0.021544346900318822,""r"":7}","{""obs_mistake_mask=E"":122}"
       128,        61,         0,   0.389,pymatching,b2d701ab2e4bdccf9a0fcc875717d31fd08988f1ecd640ffa378b25bbdb1192b,"{""d"":7,""p"":0.046415888336127774,""r"":7}","{""obs_mistake_mask=E"":61}"
       128,        64,         0,   0.531,pymatching,95b0fbde35d104e7c197808bb030307d865b90974091edb04ca415d5379ea874,"{""d"":7,""p"":0.1,""r"":7}","{""obs_mistake_mask=E"":64}"
     15360,         5,         0,    1.17,pymatching,b87dffcd65d4fa303ecbe0e24f916f5cd6abe7865850849b0bfbc0e106e35b87,"{""d"":7,""p"":0.001,""r"":7}","{""obs_mistake_mask=E"":5}"
       128,        64,         0,   0.384,pymatching,b2d701ab2e4bdccf9a0fcc875717d31fd08988f1ecd640ffa378b25bbdb1192b,"{""d"":7,""p"":0.046415888336127774,""r"":7}","{""obs_mistake_mask=E"":64}"
       256,       123,         0,   0.532,pymatching,6f21233b7c859d16898121440375b4e06740c67b738367746c1e09299dccd808,"{""d"":7,""p"":0.021544346900318822,""r"":7}","{""obs_mistake_mask=E"":123}"
     41984,         0,         0,    1.55,pymatching,e0b317a6a7a12d5695fe1fed162a98f65e9304b623e114f5001f279c6f80c469,"{""d"":7,""p"":0.00021544346900318845,""r"":7}",
     49152,         0,         0,    1.57,pymatching,44f38e61e25224b1ce171865c229450a639c4b61b55baa833a9e872b77db24eb,"{""d"":7,""p"":0.0001,""r"":7}",
      3345,         0,         0,   0.010,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}",
      5120,         0,         0,   0.013,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}",
      7168,         1,         0,   0.019,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":1}"
      8192,        90,         0,    1.18,pymatching,cf8556761e19ff0fc994af198c161c187d3b7b5dda268b6cd2660b9dc20fd2f7,"{""d"":7,""p"":0.002154434690031882,""r"":7}","{""obs_mistake_mask=E"":90}"
     10240,         2,         0,   0.027,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":2}"
     15360,         2,         0,   0.038,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":2}"
     21504,         2,         0,   0.054,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":2}"
       128,        70,         0,   0.382,pymatching,b2d701ab2e4bdccf9a0fcc875717d31fd08988f1ecd640ffa378b25bbdb1192b,"{""d"":7,""p"":0.046415888336127774,""r"":7}","{""obs_mistake_mask=E"":70}"
     28672,         5,         0,   0.073,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":5}"
       128,        58,         0,   0.526,pymatching,95b0fbde35d104e7c197808bb030307d865b90974091edb04ca415d5379ea874,"{""d"":7,""p"":0.1,""r"":7}","{""obs_mistake_mask=E"":58}"
     40960,         8,         0,   0.103,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":8}"
    820224,       129,         0,    2.11,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":129}"
     38912,         5,         0,   0.140,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":5}"
       128,        66,         0,   0.389,pymatching,b2d701ab2e4bdccf9a0fcc875717d31fd08988f1ecd640ffa378b25bbdb1192b,"{""d"":7,""p"":0.046415888336127774,""r"":7}","{""obs_mistake_mask=E"":66}"
    166912,         4,         0,    2.17,pymatching,7a3aefc2a0d034cdad01f12f3adf4bb59c035b5fef5ebcc7f81fc8b8a2b78697,"{""d"":5,""p"":0.00021544346900318845,""r"":5}","{""obs_mistake_mask=E"":4}"
    162816,         1,         0,    2.16,pymatching,3900460a63feaeac946f70c12b089f0d3f451dea96e1979d5a7c3835592bdabf,"{""d"":5,""p"":0.0001,""r"":5}","{""obs_mistake_mask=E"":1}"
     75776,        10,         0,   0.204,pymatching,a8c4d6b6c78cc7050c7b8f8ba37d92ce0e84753760df9864165fe3505fc9b0f0,"{""d"":3,""p"":0.0001,""r"":3}","{""obs_mistake_mask=E"":10}"
    130048,        54,         0,    2.17,pymatching,21ed63792311196b016b2d1efe8047ea88390cd878fa0ffe507d9538a4f47e23,"{""d"":5,""p"":0.00046415888336127773,""r"":5}","{""obs_mistake_mask=E"":54}"
       128,        69,         0,   0.529,pymatching,95b0fbde35d104e7c197808bb030307d865b90974091edb04ca415d5379ea874,"{""d"":7,""p"":0.1,""r"":7}","{""obs_mistake_mask=E"":69}"
     33792,         0,         0,    1.58,pymatching,f383dc08773118847af67e267dfe87fc32c4c76469971773d81dabd9204a2df0,"{""d"":7,""p"":0.00046415888336127773,""r"":7}",
